Direccion,Latitud,Longitud,Exactitud,Score,Riesgo,Manual
"CALLE FRANCISCO JAVIER MINA 156,Acatlán de Pérez Figueroa,Luces de la Revolución,,Oaxaca,68420, Oaxaca, 68420, MX",18.5377,-96.60666,Exacta,15598,Bajo,NO
"CALZADA EMAUS 4609,Córdoba,Pueblo Quieto,Córdoba,Veracruz,94557, Veracruz, 94557, MX",18.89522,-96.96335,No confiable,NaN,Bajo,NO
"AVENIDA ZARAGOZA ZONA 06, REGION 01 MZA 021 LOTE 026,Omealca,Las Palmas,,Veracruz,94900, Veracruz, 94900, MX",18.8163,-97.27144,No confiable,NaN,Bajo,NO
"AVENIDA ORIENTE 9 #476 ENTRE NORTE 8 Y NORTE 10,Orizaba,Orizaba Centro,Orizaba,Veracruz,94300, Veracruz, 94300, MX",18.84753,-97.10027,Exacta,215,Bajo,NO
"CALLE 12 DE OCTUBRE No 42,Venustiano Carranza,Villa Lázaro Cárdenas,,Puebla,73049, Puebla, 73049, MX",20.46242,-97.702,Exacta,17679,Bajo,NO
"CALLE 12 DE OCTUBRE No 42,Venustiano Carranza,Villa Lázaro Cárdenas,,Puebla,73049, Puebla, 73049, MX",20.46242,-97.702,Exacta,17679,Bajo,NO
"CALLE REFORMA No 113,Xicotepec,Duraznotla,Xicotepec,Puebla,73080, Puebla, 73080, MX",20.2752,-97.9571,No confiable,NaN,Bajo,NO
"CALLE REFORMA No 113,Xicotepec,Duraznotla,Xicotepec,Puebla,73080, Puebla, 73080, MX",20.2752,-97.9571,No confiable,NaN,Bajo,NO
"CALLE 5 DE MAYO No 3-B,Alvarado,Instituto Oceanográfico Del Golfo y Mar Caribe,,Veracruz,95269, Veracruz, 95269, MX",19.06085,-95.98795,No confiable,NaN,Bajo,NO
"CARR. TEAPA PICHUCALCO KM. 2 SN,Teapa,El Guanal,,Tabasco,86805, Tabasco, 86805, MX",17.55,-92.9481,No confiable,NaN,Bajo,NO
"AV VENUSTIANO CARRANZA ESQ CALLE MIGUEL NEGRETE No 21,Tlacotalpan,Tlacotalpan,,Veracruz,95460, Veracruz, 95460, MX",18.61138,-95.65796,No confiable,NaN,Bajo,NO
"BLVD ALVARO OBREGON,Tres Valles,3 Valles Centro,Tres Valles,Veracruz,95300, Veracruz, 95300, MX",18.23872,-96.13442,Alta,250,Bajo,NO
"CALLE SALVADOR DIAZ MIRON NUM 4,Otatitlán,Otatitlan,,Veracruz,95500, Veracruz, 95500, MX",18.17686,-96.03559,No confiable,NaN,Bajo,NO
"CALLE CEDRO POR EL LETRERO DEL SAPITO No 814,Cárdenas,Cárdenas Centro,Cárdenas,Tabasco,86500, Tabasco, 86500, MX",17.99071,-93.3786,Alta,237,Bajo,NO
"CALLE PASEO OASIS No 485,Veracruz,Oasis,Veracruz,Veracruz,91808, Veracruz, 91808, MX",19.20205,-96.21952,Alta,15607,Bajo,NO
"CARRETERA CARDENAS COATZACOALCOS KM CP8,Huimanguillo,Zapotal 4ta Sección (Zapotalito),,Tabasco,86414, Tabasco, 86414, MX",18.04236,-93.43764,Alta,82,Bajo,SI
"CALLE 4 No. 103 C,Fortín,Fortín de las Flores Centro,Fortín de las Flores,Veracruz,94470, Veracruz, 94470, MX",19.12616,-96.14657,Alta,265,Bajo,NO
"CALLE 4 No. 103 C,Fortín,Fortín de las Flores Centro,Fortín de las Flores,Veracruz,94470, Veracruz, 94470, MX",19.12616,-96.14657,Alta,265,Bajo,NO
"AV PROLONGACION INDEPENDENCIA S/N ESQ CALLE 3,San Juan Bautista Tuxtepec,Oaxaca,San Juan Bautista Tuxtepec,Oaxaca,68373, Oaxaca, 68373, MX",18.08405,-96.14109,No confiable,NaN,Bajo,NO
"CALLE 20 SUR NUM 4103,Puebla,El Mirador,Puebla (Heroica Puebla),Puebla,72530, Puebla, 72530, MX",19.02116,-98.19518,Baja,59,Alto,NO
"AV FLORES MAGON S/N,Isla,Isla Centro,Isla,Veracruz,95640, Veracruz, 95640, MX",18.02912,-95.52445,Alta,254,Bajo,NO
"CALLE CAMINO VIEJO A TLAXCALA NUM 209,Coronango,San Francisco Ocotlán,,Puebla,72680, Puebla, 72680, MX",19.11272,-98.27702,Exacta,194,Bajo,NO
"20 DE NOVIEMBRE 312,Jáltipan,Las Tinas,Jáltipan de Morelos,Veracruz,96220, Veracruz, 96220, MX",17.97364,-94.7074,Exacta,226,Bajo,NO
"CALLE LA FLORESTA INT CENTRAL D BOD 6,Tuxtla Gutiérrez,La Floresta,Tuxtla Gutiérrez,Chiapas,29045, Chiapas, 29045, MX",16.74922,-93.06812,Alta,243,Bajo,NO
"CALLE JOSEFA ORTIZ DE DOMINGUEZ NUM 122,Tierra Blanca,Santa Lucrecia,Tierra Blanca,Veracruz,95170, Veracruz, 95170, MX",18.44127,-96.36322,No confiable,NaN,Bajo,NO
"CALLE PORFIRIO DIAZ NUM 502,Tierra Blanca,Torreón,Tierra Blanca,Veracruz,95120, Veracruz, 95120, MX",18.44957,-96.3697,Exacta,17668,Bajo,NO
"CALLE PROLONGACION LOS LIBRES ESQ. CALLE ORO NUM 535,Santiago Tuxtla,Pedregal,Santiago Tuxtla,Veracruz,95833, Veracruz, 95833, MX",18.45716,-95.30905,No confiable,NaN,Bajo,NO
"CALLE EMILIANO ZAPATA NUM 530,Tres Valles,3 Valles Centro,Tres Valles,Veracruz,95300, Veracruz, 95300, MX",18.24294,-96.12779,No confiable,NaN,Bajo,NO
"CALLE SALVADOR AZUELA NUM 210,Morelia,Elias Perez Avalos,Morelia,Michoacán,58218, Michoacán, 58218, MX",19.71274,-101.16725,Exacta,17671,Bajo,NO
"AV. REVOLUCION NUM 614,Boca del Río,Boca del Río Centro,Boca del RÍo,Veracruz,94290, Veracruz, 94290, MX",19.10429,-96.10626,Exacta,17669,Bajo,NO
"CALLE MIGUEL ALEMAN 535,Ursulo Galván,Villa Úrsulo Galvan,,Veracruz,91667, Veracruz, 91667, MX",19.40459,-96.35951,Alta,2110,Bajo,NO
"AV RAUL SANDOVAL 23,Isla,Isla Centro,Isla,Veracruz,95640, Veracruz, 95640, MX",18.02369,-95.52931,Exacta,224,Bajo,NO
"NAVE 2 BODEGA 9 CENTRAL DE AB,Centro,Carrizal,Villahermosa,Tabasco,86108, Tabasco, 86108, MX",18.00389,-92.95042,No confiable,NaN,Bajo,NO
"BLVD MIGUEL ALEMAN NUM 346,Carlos A. Carrillo,Papelera,Carlos A. Carrillo,Veracruz,95342, Veracruz, 95342, MX",18.37339,-95.75104,No confiable,NaN,Bajo,NO
"AV. ORIENTE 1 LOTE 7-A MZA 7,Jamapa,Jamapa,,Veracruz,94260, Veracruz, 94260, MX",19.04276,-96.24133,No confiable,NaN,Bajo,NO
"CARR FEDERAL VERACRUZ NUM 281,Lerdo de Tejada,Lerdo de Tejada Centro,Lerdo de Tejada,Veracruz,95280, Veracruz, 95280, MX",18.62964,-95.51452,Exacta,221,Bajo,NO
"CALLE RIO ORINOCO 410,San Pedro Garza García,Del Valle,San Pedro Garza García,Nuevo León,66220, Nuevo León, 66220, MX",25.65778,-100.35834,Exacta,220,Bajo,NO
"CALLE ORIENTE 27 NUM 573,Orizaba,Empleados Moctezuma,Orizaba,Veracruz,94320, Veracruz, 94320, MX",18.8616,-97.10434,Exacta,187,Bajo,NO
"AV ADOLFO LOPEZ MATEOS LOTE 9,Cosamaloapan de Carpio,Gabino Barreda,,Veracruz,95429, Veracruz, 95429, MX",18.17708,-96.09139,Exacta,17678,Bajo,NO
"BOULEVARD SR SALVADOR NAVARRETE GOMEZ NUM 42,Juan Rodríguez Clara,Benito Juárez,Juan Rodríguez Clara,Veracruz,95300, Veracruz, 95300, MX",18.00406,-95.40127,No confiable,NaN,Bajo,NO
"JUAREZ 102 MISANTLA,Misantla,Misantla Centro,,Veracruz,93820, Veracruz, 93820, MX",19.92878,-96.85403,Exacta,223,Bajo,NO
"CARR. FEDERAL XALAPA-VERACRUZ 6,Paso de Ovejas,Puente de Jula,,Veracruz,91674, Veracruz, 91674, MX",19.20062,-96.34727,Media,65,Moderado,NO
"AV LAZARO CARDENAS NUM 325 E ZAPATA,Xicotepec,Villa Avila Camacho (La Ceiba),,Puebla,73090, Puebla, 73090, MX",20.38906,-97.87941,Alta,2100,Bajo,NO
"CALLE LUIS DE LA ROSA OTEIZA 10,Pinos,El Sitio,,Zacatecas,98970, Zacatecas, 98970, MX",21.96671,-101.58603,Exacta,15597,Bajo,NO
"14 EXT 315 INT 5,Córdoba,San José,Córdoba,Veracruz,94560, Veracruz, 94560, MX",18.89768,-96.9407,Exacta,200,Bajo,NO
"AV INDEPENDENCIA SN,San Andrés Tuxtla,Sihuapan Centro,Sihuapan,Veracruz,95810, Veracruz, 95810, MX",18.4334,-95.17653,Alta,2107,Bajo,NO
"Avenida 5ª Norte No.524,Tuxtla Gutiérrez,Tuxtla Gutiérrez Centro,Tuxtla Gutiérrez,Chiapas,29000, Chiapas, 29000, MX",16.75426,-93.11991,No confiable,NaN,Bajo,NO
"Blvd. Industria Nacional Mexicana #202, Indeco Ciudad Industrial,Centro,Villahermosa Centro,Villahermosa,Tabasco,86000, Tabasco, 86000, MX",18.02344,-92.90708,No confiable,NaN,Bajo,NO
"Paseo Usumacinta No. 111 Col. 1ro de Mayo C.P.86190,Centro,Primero de Mayo,Villahermosa,Tabasco,86190, Tabasco, 86190, MX",17.9777,-92.93072,Exacta,218,Bajo,NO
"Sebastián Lerdo de Tejada 16,Minatitlán,Minatitlan Centro,Minatitlán,Veracruz,96700, Veracruz, 96700, MX",17.98307,-94.54432,Exacta,219,Bajo,NO
"10 A, Ave. Norte #12,,,,,, MX",21.16217,-100.93704,Exacta,1166,Bajo,NO
"AV 6 NUM 2 LOTE 7,Veracruz,2 Lomas,,Veracruz,91697, Veracruz, 91697, MX",19.16126,-96.21654,Exacta,1600,Bajo,NO
"MISION DE LA SOLEDAD,Oaxaca de Juárez,Netzahualcoyotl,Oaxaca de Juárez,Oaxaca,68140, Oaxaca, 68140, MX",17.063,-96.74869,Exacta,92,Bajo,SI
"A CANABEL 1RA SECC SN,Centro,Miguel Hidalgo 1a Secc,Villahermosa,Tabasco,86103, Tabasco, 86103, MX",17.97965,-92.97899,No confiable,NaN,Bajo,NO
"CALLE BENITO JUAREZ 203,Misantla,Misantla Centro,,Veracruz,93821, Veracruz, 93821, MX",19.93014,-96.85404,Exacta,17674,Bajo,NO
"LIBRAMIENTO SUR CALLE MARIO LOPEZ PORTILLO,Tapachula,Elektra,Tapachula de Córdova y Ordóñez,Chiapas,30798, Chiapas, 30798, MX",14.87717,-92.30049,Alta,1895,Bajo,NO
"HELIO S N 2A ETAPA CD INDUSTRIAL,Centro,Ciudad Industrial,Villahermosa,Tabasco,86010, Tabasco, 86010, MX",18.03317,-92.90796,Exacta,92,Bajo,SI
"HELIO S N 2A ETAPA CD INDUSTRIAL,Centro,Ciudad Industrial,Villahermosa,Tabasco,86010, Tabasco, 86010, MX",18.03317,-92.90796,Exacta,92,Bajo,SI
"CIRCUITO INTERIOR ORIENTE 13 CG,Puebla,Central de Abastos,Puebla (Heroica Puebla),Puebla,72019, Puebla, 72019, MX",19.08992,-98.18663,Exacta,17664,Bajo,NO
"CARRTERA VILLA DEL MAR KM 15,Arriaga,Arriaga Centro,Arriaga,Chiapas,30450, Chiapas, 30450, MX",16.23646,-93.89965,Exacta,92,Bajo,SI
"25A CALLE PONIENTE ENTRE 2A Y AV NORTE S/N,Tapachula,5 de Febrero,Tapachula de Córdova y Ordóñez,Chiapas,30710, Chiapas, 30710, MX",14.91678,-92.25829,Exacta,206,Bajo,NO
"MORELOS,Santa María Atzompa,Residencial Denali,,Oaxaca,71222, Oaxaca, 71222, MX",17.09376,-96.76348,Alta,1916,Bajo,NO
"BLVD INSTITUTOS TECNOLOGICOS,Minatitlán,El Triángulo,Minatitlán,Veracruz,96734, Veracruz, 96734, MX",17.99339,-94.54655,No confiable,NaN,Bajo,NO
"BLVD NTE H 5 DE MAYO # 2318,Puebla,San Felipe Hueyotlipan,Puebla (Heroica Puebla),Puebla,72030, Puebla, 72030, MX",19.07622,-98.22506,Alta,240,Bajo,NO
"BLVD FRANCISCO TRUJILLO GURRIA # 16,Teapa,Teapa Centro,Teapa,Tabasco,86800, Tabasco, 86800, MX",17.55832,-92.94802,No confiable,NaN,Bajo,NO
"BLVD BELISARIO DOMINGUEZ # 4451,Tuxtla Gutiérrez,San Cristóbal,Tuxtla Gutiérrez,Chiapas,29038, Chiapas, 29038, MX",16.75417,-93.13534,No confiable,NaN,Bajo,NO
"AV CENTRAL PONIENTE # 677,Tuxtla Gutiérrez,Santo Domingo,Tuxtla Gutiérrez,Chiapas,29000, Chiapas, 29000, MX",16.75439,-93.1212,No confiable,NaN,Bajo,NO
"CALZADA AL SUMIDERO # 2330 MZ 75,Tuxtla Gutiérrez,Misol-ha,Tuxtla Gutiérrez,Chiapas,29010, Chiapas, 29010, MX",16.77466,-93.10208,Exacta,15598,Bajo,NO
"PROL AV UNIVERSIDAD No 634,Centro,Casa Blanca 2a Sección,Villahermosa,Tabasco,86060, Tabasco, 86060, MX",18.01556,-92.91463,Exacta,1804,Bajo,NO
"PROLONGACION 14 ORIENTE # 5219,Puebla,Agrícola Resurgimiento,Puebla (Heroica Puebla),Puebla,72370, Puebla, 72370, MX",19.04299,-98.15629,No confiable,NaN,Bajo,NO
"AV PATRICIO TRUEBA # 203,Campeche,Villa Jazmín,San Francisco de Campeche,Campeche,24090, Campeche, 24090, MX",19.82577,-90.53407,Exacta,188,Bajo,NO
"CARRETERA AL SANTO No.420,Tlajomulco de Zúñiga,Los Ciruelos,Tlajomulco de Zúñiga,Jalisco,45679, Jalisco, 45679, MX",,,No georreferenciada,0,Critico,NO
"CALLE REFORMA # S/N,Macuspana,Nicolás Bravo,,Tabasco,86700, Tabasco, 86700, MX",17.76529,-92.58617,Alta,1906,Bajo,NO
"AV BUTANO No 16 CD INDUSTRIAL,Centro,Palmitas,Villahermosa,Tabasco,86130, Tabasco, 86130, MX",17.97976,-92.95328,No confiable,NaN,Bajo,NO
"AV BUTANO No 16 CD INDUSTRIAL,Centro,Palmitas,Villahermosa,Tabasco,86130, Tabasco, 86130, MX",17.97976,-92.95328,No confiable,NaN,Bajo,NO
"NEGRETE ORIENTE S/N,Huixtla,Las Hortencias II,Huixtla,Chiapas,30640, Chiapas, 30640, MX",15.13282,-92.46869,No confiable,NaN,Bajo,NO
"AV GREGORIA MENDEZ S/N,Balancán,Balancán Centro,,Tabasco,86930, Tabasco, 86930, MX",17.81621,-91.53941,Baja,63,Alto,NO
"AV MARIA LAVALLE,Campeche,San Francisco de Campeche Centro,San Francisco de Campeche,Campeche,24000, Campeche, 24000, MX",19.84628,-90.53439,Baja,56,Alto,NO
"BLVD SALOMON GONZALEZ BLANCO,Tuxtla Gutiérrez,Carlos Salinas de Gortari,Tuxtla Gutiérrez,Chiapas,29045, Chiapas, 29045, MX",16.76273,-93.06756,Alta,254,Bajo,NO
"CARR MONTERREY-LAREDO KM 23400,El Carmen,El Mirador,,Nuevo León,66550, Nuevo León, 66550, MX",25.93323,-100.36405,Baja,51,Alto,NO
"CALZADA AEROPUERTO #9996,Culiacán,Villa Andalucía,Culiacán Rosales,Sinaloa,80130, Sinaloa, 80130, MX",24.77472,-107.46386,Alta,1905,Bajo,NO
"CARR TRANS MINA ACAYUCAN KM 26+900,Cosoleacaque,Arboledas,,Veracruz,96346, Veracruz, 96346, MX",18.01541,-94.54766,No confiable,NaN,Bajo,NO
"CARR. VILLAHERMOSA-CARDENAS KM.145,Centro,Hacienda Casa Blanca,,Tabasco,86280, Tabasco, 86280, MX",17.99828,-92.91439,No confiable,NaN,Bajo,NO
"CARR TRANSISMICA 10,Salina Cruz,Nuevo Ejidal,Salina Cruz,Oaxaca,70613, Oaxaca, 70613, MX",16.18709,-95.20076,No confiable,NaN,Bajo,NO
"CARR ANTIGUA CAMPECHE MERIDA 1,Campeche,Terranova,San Francisco de Campeche,Campeche,24087, Campeche, 24087, MX",19.85333,-90.53341,Alta,2088,Bajo,NO
"CALLE 5A PONIENTE NORTE NUM 2150,Tuxtla Gutiérrez,Chiapas Solidario,Tuxtla Gutiérrez,Chiapas,29018, Chiapas, 29018, MX",16.77241,-93.11235,No confiable,NaN,Bajo,NO
"CARR MERIDA-CANCUN KM 14.5,Kanasín,Cecilio Chi,,Yucatán,97370, Yucatán, 97370, MX",20.94994,-89.55917,Alta,1907,Bajo,NO
"CARR MERIDA-CANCUN KM 14.5,Kanasín,Cecilio Chi,,Yucatán,97370, Yucatán, 97370, MX",20.94994,-89.55917,Alta,1907,Bajo,NO
"CALLE 65 NUM 102,Mérida,Aquaparque,Mérida,Yucatán,97176, Yucatán, 97176, MX",20.96007,-89.58334,No confiable,NaN,Bajo,NO
"CALLE 70 NUM 661,Mérida,Ciudad Caucel,,Yucatán,97314, Yucatán, 97314, MX",20.99547,-89.69784,Media,72,Moderado,NO
"CARR. PANAMERICANA KM 27.5,Chihuahua,San Cristóbal,Chihuahua,Chihuahua,31150, Chihuahua, 31150, MX",28.85373,-106.20375,Alta,1902,Bajo,NO
"CARR EL SALTO 420,Tlajomulco de Zúñiga,Los Ciruelos,Tlajomulco de Zúñiga,Jalisco,45679, Jalisco, 45679, MX",20.49357,-103.25225,No confiable,NaN,Bajo,NO
"CALZADA GRAL. LAZARO CARDENAS 3800,Mexicali,Viñas del Sol,Mexicali,Baja California,21190, Baja California, 21190, MX",32.62352,-115.48029,No confiable,NaN,Bajo,NO
"AV INSURGENTES NTE No 131,Cuauhtémoc,Guerrero,Ciudad de México,Ciudad de México,06300, Ciudad de México, 06300, MX",19.444,-99.15318,Exacta,19220,Bajo,NO
"CARRETERA FEDERAL VILLAHERMOSA - FRONTERA KM 18,Centro,Macultepec,,Tabasco,86250, Tabasco, 86250, MX",18.15122,-92.86251,Alta,2105,Bajo,NO
"CALLE LEONA VICTORIA 240,Emiliano Zapata,El Recreo,Emiliano Zapata,Tabasco,86997, Tabasco, 86997, MX",17.7342,-91.76052,Alta,2092,Bajo,NO
"CAMINO A LOS BORREGOS 785,Ciénega de Flores,Portal de las Flores,,Nuevo León,65580, Nuevo León, 65580, MX",25.91818,-100.18928,Baja,56,Alto,NO
"AVENIDA OCTAVA SUR ORIENTE,Ocosingo,El Sauzal,Ocosingo,Chiapas,29950, Chiapas, 29950, MX",16.90857,-92.09175,No confiable,NaN,Bajo,NO
"104 PONIENTE NO. 1702-A,Puebla,Parque Industrial 5 de Mayo,Puebla (Heroica Puebla),Puebla,72019, Puebla, 72019, MX",19.08916,-98.19182,Exacta,218,Bajo,NO
"ALEJANDRO I MENDOZA 1,Nanchital de Lázaro Cárdenas del Río,Obrera,,Veracruz,96360, Veracruz, 96360, MX",18.06958,-94.41139,No confiable,NaN,Bajo,NO
"ALEJANDRO I MENDOZA 1,Nanchital de Lázaro Cárdenas del Río,Obrera,,Veracruz,96360, Veracruz, 96360, MX",18.06958,-94.41139,No confiable,NaN,Bajo,NO
"ALEJANDRO I MENDOZA 1,Nanchital de Lázaro Cárdenas del Río,Obrera,,Veracruz,96360, Veracruz, 96360, MX",18.06958,-94.41139,No confiable,NaN,Bajo,NO
"ZARAGOZA,Ocotlán de Morelos,Morelos,Ocotlán de Morelos,Oaxaca,71510, Oaxaca, 71510, MX",16.79275,-96.67446,No confiable,NaN,Bajo,NO
"ZARAGOZA,Ocotlán de Morelos,Morelos,Ocotlán de Morelos,Oaxaca,71510, Oaxaca, 71510, MX",16.79275,-96.67446,No confiable,NaN,Bajo,NO
"CARRETERA VILLAHERMOSA-CARDENAS KM.,Centro,Hacienda Casa Blanca,,Tabasco,86280, Tabasco, 86280, MX",17.99912,-92.91866,No confiable,NaN,Bajo,NO
"CARRETERA VILLAHERMOSA-CARDENAS KM.,Centro,Hacienda Casa Blanca,,Tabasco,86280, Tabasco, 86280, MX",17.99912,-92.91866,No confiable,NaN,Bajo,NO
"MIGUEL HIDALGO 3,Acatlán,Amatitlán de Azueta,,Puebla,74940, Puebla, 74940, MX",18.17668,-98.07644,Media,72,Moderado,NO